Occurrences,Gloss,readability (rounded average),lemma,pos
57,interlocutor;discussant,4,محاور,noun
57,neutral,5,محايد,adj
57,credible;reliable,5,مصدق,adj
57,youth;generation,5,نشء,noun
57,hormone,4,هورمون,noun
57,graceful;good-looking,2,وسيم,adj
57,myrtle#aces#ace,5,آس,noun
57,hoarse;raucous,4,أجش,noun
57,dissolve;melt;exhaust;consume,2,أذاب,verb
57,breast-feed;nurture,1,أرضع,verb
57,discourage;drive_to_despair#be_discouraged;be_driven_to_despair,4,أقنط,verb
57,be_frightened,5,ٱرتاع,verb
57,flare_up;be_enraged,4,ٱستشاط,verb
57,lying;falsehood#lies;falsehood,4,ٱفتراء,noun
57,be_deceived,4,ٱنطلى,verb
57,be_broken_apart,5,ٱنفطر,verb
57,piece_by_piece;to_shreds,5,إرب,noun
57,removal;abolition,4,إزاحة,noun
57,granting;bestowal,4,إضفاء,noun
57,recitation;declaration,3,إنشاد,noun
57,heresy;novelty,4,بدعة,noun
57,claws;talons,4,برثن,noun
57,nationalization,4,تأميم,noun
57,ta'_(Arabic_letter),1,تاء,noun
57,straw_vendor,5,تبان,noun
57,pursue;be_subordinate,3,تتبع,verb
57,boundary;limit#boundaries;limits,5,تخم,noun
57,promotion;salary_raise,5,ترفيع,noun
57,nineties,3,تسعيني,noun
57,flow;perspire;drip,4,تصبب,verb
57,parallel;equivalent,3,توازي,noun
57,coming;arrival,4,جيئة,noun
57,fail;abort,4,حبط,verb
57,whale;fish#whales;fish,1,حوت,noun
57,baseness;meanness;inferiority,4,دناءة,noun
57,show_mercy;have_pity,4,رأف,verb
57,circulation;propagation,4,رواج,noun
57,competition;contest,5,سجال,noun
57,generous;openhanded,3,سخي,adj
57,forget;get_rid_of,5,سلا,verb
57,gloating;malicious_joy,3,شماتة,noun
57,involvement;complicity,5,ضلوع,noun
57,become_emaciated;languish,5,ضني,verb
57,ingenuity;genius,2,عبقرية,noun
57,difficulty;dire_straits,3,عسر,noun
57,afflict;distress,4,فجع,verb
57,tracking;pursuing,5,قيافة,noun
57,booklet;notebook,2,كراس,noun
57,clothes;garment,4,كساء,noun
57,separate;distinguish,5,ماز,verb
57,roasted;fried,1,محمر,adj
57,strength;power,5,مراس,noun
57,trace;touch,4,مسحة,noun
57,quarrel,5,مشادة,noun
57,pardon;forgiveness,2,مغفرة,noun
57,limited;restricted,4,مقصور,adj
57,turned_over;inverted;reversed,1,مقلوب,adj
57,folded;crossed;tied,4,مكتوف,adj
57,seizing;taking_away,5,نتر,noun
57,carpenter,1,نجار,noun
57,copper;brass,4,نحاسي,adj
57,arrowhead;spearhead;blade#arrowheads;spearheads;blades,4,نصل,noun
57,number,2,نمرة,noun
57,conceal;disguise#be_concealed;be_disguised,5,وارى,verb
57,be_charitable;assist;support,4,واسى,verb
57,depreciate;suffer_losses,5,وكس,verb
56,rabbit,1,أرنب,noun
56,young_camel#young_camels,5,بكر,noun
56,alternate;take_turns,4,تناوب,verb
56,potter's_clay,1,طينة,noun
56,openness;public,4,علانية,noun
56,cassette,1,كاسيت,noun
56,trainee,3,متدرب,noun
56,taste,1,مذاق,noun
56,used;in_use,2,مستعمل,adj
56,intestines;entrails,5,معى,noun
56,seasonal,3,موسمي,adj
56,forbid;restrain,3,نهى,verb
56,evening;soire#evenings;soires,3,أمسية,noun
56,give_a_banquet,5,أولم,verb
56,despair,5,أيس,noun
56,invent;originate,3,ٱبتكر,verb
56,take_precautions;be_careful;surround,3,ٱحتاط,verb
56,protest,4,ٱحتجاجي,adj
56,congestion;flush,4,ٱحتقان,noun
56,promote;advance_gradually,4,ٱستدرج,verb
56,naturalness;elaboration,5,ٱسترسال,noun
56,fulfillment;completion,5,ٱستيفاء,noun
56,flash;glitter,3,ٱلتمع,verb
56,praise;laud;commend,4,ٱمتدح,verb
56,yield;submit,4,ٱنقاد,verb
56,shrink;be_absorbed;be_preoccupied,4,ٱنكمش,verb
56,husband,4,بعل,noun
56,bedbug,4,بق,noun
56,be_stripped;renounce,4,تجرد,verb
56,discussion;dialog,3,تحاور,noun
56,conversation;dialogue,4,تخاطب,noun
56,anesthesia;narcotization,3,تخدير,noun
56,perceive;taste,1,تذوق,verb
56,trillion,2,تريليون,noun
56,hasten;hurry,4,تسارع,verb
56,be_encouraged,1,تشجع,verb
56,rumor,4,تقول,noun
56,be_engrossed;look_closely,4,تمعن,verb
56,flatter,5,تملق,verb
56,suffer_pain;commiserate,1,توجع,verb
56,blame;censure,5,ثرب,verb
56,injuring;predatory,2,جارح,adj
56,skillful;clever,4,حاذق,adj
56,converse_with;discuss_with,3,حاور,verb
56,spur_on;instigate#be_spurred_on;be_instigated,5,حدا,verb
56,experience;prudence,4,حنكة,noun
56,confused;bewildered,1,حيران,adj
56,thicket;brush,5,خميلة,noun
56,depravity;submissiveness,4,ذلة,noun
56,adult;rational;rightly_guided,4,راشد,noun
56,routine;bureaucratic,3,روتيني,adj
56,blue_color,2,زرقة,noun
56,rosary_beads,2,سبحة,noun
56,lower;bottom,3,سفلي,adj
56,disgraceful,5,شائن,adj
56,pharmacology;pharmaceutics,4,صيدلة,noun
56,compare_with;resemble;be_analogous#be_compared_with,4,ضاهى,verb
56,violent;tremendous,4,عارم,adj
56,onager;wild_ass,5,عير,noun
56,calamities;havoc#calamity;havoc,5,غائلة,noun
56,intentional,5,قصدي,adj
56,mix;have_abundant_water,5,ماه,verb
56,invented;created,4,مبتكر,adj
56,agonizing;violent,3,مبرح,noun
56,dying;possessed,4,محتضر,adj
56,distorted;disabled;deformed,2,مشوه,adj
56,elevator,2,مصعد,noun
56,divided,2,مقسم,adj
56,colored;engraved;sculptured,2,منقوش,adj
56,shoulder;flank;upland#shoulders;flanks;uplands,4,منكب,noun
56,sleep-inducing#hypnotist,2,منوم,noun
56,damage;prejudice;offense,5,نكاية,noun
56,blowing,4,هبوب,noun
56,watt,4,وات,noun
55,prohibition;ban,3,تحريم,noun
55,cooperative,3,تعاوني,adj
55,father-in-law,4,حم,noun
55,dictatorial,4,ديكتاتوري,adj
55,tempestuous,3,عاصف,adj
55,vertical;columnar,3,عمودي,adj
55,beginning;beginner,3,مبتدئ,noun
55,abridging,4,مختصر,adj
55,manuscript#manuscripts,4,مخطوط,noun
55,volume,1,مصحف,noun
55,king,5,مليك,noun
55,attachment;bonds#attachment;bond,4,آصرة,noun
55,eternity,2,أزل,noun
55,germinate;make_grow;make_sprout;cultivate#be_germinated;be_grown;be_cultivated,2,أنبت,verb
55,ounce,5,أونسة,noun
55,incite;elicit,4,ٱستثار,verb
55,lie;fabricate;slander#be_lied;be_fabricated;be_slandered,3,ٱفترى,verb
55,mixture;combination;blend,4,ٱمتزاج,noun
55,anger;agitation;excitement,4,ٱمتعاض,noun
55,be_annoyed;resent,4,ٱمتعض,verb
55,be_immersed;be_plunged,4,ٱنغمس,verb
55,evasion;release,5,ٱنفلات,noun
55,thwarting;torpedoing,4,إفشال,noun
55,slovenly;squalid,5,بذ,noun
55,refrigerator#tool_cutter,2,براد,noun
55,whore,4,بغي,noun
55,cool_wind,5,بليل,noun
55,repetition;reiteration,3,ترديد,noun
55,partisanship;bias,5,تشيع,noun
55,resemblance;symmetry;recovery,4,تماثل,noun
55,lay_down;recline,5,توسد,verb
55,defiant;obstinate,4,جامح,adj
55,example,5,حذو,noun
55,acids#acid,3,حمض,noun
55,unknown;minor;weak,4,خامل,adj
55,guard;escort,4,خفر,noun
55,self-control;self-restraint,5,رباطة,noun
55,queue;column;convoy#queues;columns;convoys,5,رتل,noun
55,ratls_(weight_measure_=_3_kg)#ratl_(weight_measure_=_3_kg),5,رطل,noun
55,ingot;bullion#ingots;bullion,4,سبيكة,noun
55,let_hang;let_drop,4,سدل,verb
55,be_elevated;be_exalted,4,سما,verb
55,melancholy,5,سويداء,noun
55,radiate;disperse,3,شع,verb
55,region#regions,5,صقع,noun
55,suck;suckle,5,ضرع,verb
55,incline;bend,5,طأطأ,verb
55,be_frivolous;miss_the_mark,5,طاش,verb
55,exiled;evicted;pariah,5,طريد,adj
55,eloquent;fluent,4,فصيح,adj
55,dejected;gloomy,4,كاسف,adj
55,fertilizing,4,مخصب,adj
55,thin;sharp;delicate,5,مرهف,adj
55,happy;cheerful,4,مستبشر,noun
55,disgraceful,4,مشين,adj
55,opposed;resisting,3,معترض,adj
55,closed,2,مغمض,adj
55,winding;rolled_up;coiled,2,ملتف,adj
55,beneficiary,4,منتفع,noun
55,neglected;overlooked;abandoned,3,مهمل,adj
55,glaze;enamel,5,مينا,noun
55,flourishing;blooming,4,ناضر,adj
55,storms;hurricanes#storm;hurricane,5,نوء,noun
55,sleep;sleeping,3,نومي,adj
55,(Le)_Havre,5,هافر,noun
55,cat;tomcat#cats;tomcats,2,هر,noun
55,barbarism;rudeness,3,همجية,noun
55,slanderer;denunciator#slanderers;denunciators,4,واشي,noun
55,silence;despondency,5,وجوم,noun
54,oranges,1,برتقال,noun
54,handful,4,حفنة,noun
54,responsible_(for),5,قيم,noun
54,lemon,1,ليمون,noun
54,structural;skeletal;framework,4,هيكلي,adj
54,frighten;startle,2,أفزع,verb
54,coerce;compel,3,أكره,verb
54,take_advantage_of;make_use_of,3,ٱقتنص,verb
54,secession;splitting_off;dissension,4,ٱنشقاق,noun
54,mastery;competence,3,إجادة,noun
54,chief_clerk,5,باشكاتب,noun
54,surprise;arrive_suddenly,4,باغت,verb
54,hatred,3,بغضاء,noun
54,interval;distance,5,بون,noun
54,be_informed,3,تبلغ,verb
54,be_defined;be_determined;be_specified,3,تحدد,verb
54,decoration;sweetening,2,تحلية,noun
54,be_confused;be_dismayed;waver,2,تحير,verb
54,intimidation,1,تخويف,noun
54,be_supplied;be_provided,3,تزود,verb
54,voluntary,3,تطوع,noun
54,thinking;deliberation;speculation,3,تفكر,noun
54,shrink;contract,5,تقبض,verb
54,be_crowned;be_married,4,تكلل,verb
54,intimidation;embellishments#intimidation;frightening,3,تهويل,noun
54,generational;secular,4,جيلي,noun
54,plowing;cultivation,2,حرث,noun
54,kick,1,رفس,verb
54,domesticate;pacify;regulate,4,روض,verb
54,sufficiency;saturation,2,شبع,noun
54,skullcap;forage_cap#skullcaps;forage_caps,1,طاقية,noun
54,hatchet;ax;hoe#hatchets;axes;hoes,1,فأس,noun
54,horsemanship;heroism,3,فروسية,noun
54,leadership;guidance,5,قياد,noun
54,detector#explorers;scouts,2,كشاف,noun
54,quantitative,4,كمي,adj
54,slap;blow;shove#slaps;blows;shoves,3,لطمة,noun
54,shine;glitter,1,لمعان,noun
54,breathing_space;free_scope;escape,4,متنفس,noun
54,experienced;shrewd,5,محنك,noun
54,refreshing;refreshment,2,مرطب,noun
54,openness;sincerity;declaration,3,مصارحة,noun
54,artificial;synthetic;fabricated,4,مصطنع,adj
54,suffering;sour_milk,5,مضض,noun
54,idle;inoperative;shut-down,4,معطل,adj
54,damages;liability;penalty,5,مغرم,noun
54,completed;ending;expiring,5,منقضي,adj
54,denying;disavowing;rejecting,4,نافي,adj
54,speak,5,نغى,verb
54,deny;refute;reject#be_denied;be_refuted;be_rejected,4,نفا,verb
54,dye_plant,5,ورس,noun
54,nests;hangars#nest;hangar,3,وكر,noun
53,virtues;exploits,5,مناقب,noun
53,confusion;embarrassment,3,إرباك,noun
53,preference;esteem,3,تفضيل,noun
53,cut_short;be_certain;impose,4,جزم,verb
53,sensory,4,حسي,adj
53,dynamic,5,ديناميكي,adj
53,disfigure;disgrace,4,شان,verb
53,beggar,2,شحات,noun
53,successful,4,غانم,noun
53,front;in_front_of,1,قدام,noun
53,kiosk;newsstand;cabin#kiosks;newsstands;cabins,1,كشك,noun
53,caldron;boiler#caldrons;boilers,5,مرجل,noun
53,desired;sought_after,3,مرغوب,adj
53,magnetic,2,مغنطيسي,adj
53,wrapped;twisted,1,ملفوف,adj
53,purple,4,أرجواني,noun
53,eternal,4,أزلي,adj
53,domestic;family,3,أسري,adj
53,be_daring,5,ٱجترأ,verb
53,imitate;wear#be_imitated;be_worn,5,ٱحتذى,verb
53,crash;impact,3,ٱرتطم,verb
53,disappear;vanish,4,ٱضمحل,verb
53,quote;borrow;adopt,4,ٱقتبس,verb
53,making_happy,3,إسعاد,noun
53,bouquet,1,باقة,noun
53,feel,5,تحسس,verb
53,predict;forecast,3,تنبأ,verb
53,confess;express,3,جاهر,verb
53,trunk;proboscis#trunks;proboscises,1,خرطوم,noun
53,murmur,4,خرير,noun
53,prove;confirm,4,دلل,verb
53,double-cross;deal_fraudulently_with,4,راوغ,verb
53,convulse;tremble,1,رجف,verb
53,sixties,3,ستيني,noun
53,sovereign;jurisdictional,4,سيادي,noun
53,varieties#dispersed;scattered,4,شت,noun
53,pallor;emaciation,3,شحوب,noun
53,formal;figurative,4,شكلي,adj
53,braying;sighing;inhaling,2,شهيق,noun
53,spreading;circulation,4,شيوع,noun
53,basket,5,صن,noun
53,order;commission,5,طلبية,noun
53,tendons;ropes#tendon;rope,5,طنب,noun
53,distrust#misgivings,5,ظنة,noun
53,nakedness;bareness,3,عري,noun
53,thickness;coarseness,5,غلظة,noun
53,scandalous,3,فاضح,adj
53,consecrate;glorify;venerate,3,قدس,verb
53,harvest;reap;skim_off,1,قطف,verb
53,upright;proper;authentic,4,قويم,adj
53,kaffiyeh,2,كوفية,noun
53,institutional;organizational,5,مؤسسي,adj
53,lined;filled,2,مبطن,adj
53,glittering;sparkling,2,متلألئ,adj
53,suffering,4,معاني,adj
53,resisting;opposing,5,مناوئ,adj
53,source;spring#sources;springs,4,منبع,noun
53,swaggering,5,ميسان,noun
52,innovate;invent,4,بدع,verb
52,wonder,3,ترى,verb
52,review;proofreading;editing,4,تنقيح,noun
52,definitive;necessary,4,حتمي,adj
52,color;dye;tint,2,صبغة,noun
52,lenses#lens,2,عدسة,noun
52,convince;persuade,5,قنع,verb
52,receiving,4,متلقي,adj
52,wager;betting,4,مراهنة,noun
52,flexible;reasonable,3,مرن,adj
52,air;aerial;atmospheric,2,هوائي,adj
52,be_made_happy#make_happy,3,أبهج,verb
52,associate;implicate;be_idolatrous#be_associated;be_implicated,3,أشرك,verb
52,occupy;distract,4,أشغل,verb
52,meal;food;dish#meals;foods;dishes,1,أكلة,noun
52,more/most_successful,2,أنجح,adj_comp
52,monopolize;hoard,4,ٱحتكر,verb
52,enslave,3,ٱستعبد,verb
52,distribute_among_themselves,3,ٱقتسم,verb
52,be_dark;be_gloomy,5,ٱكفهر,verb
52,satiation;saturation;gratification,4,إشباع,noun
52,falcon,5,باز,noun
52,parrot,1,ببغاء,noun
52,definite,5,بتي,adj
52,have_breakfast,1,تغدى,verb
52,preference;granting_victory,5,تغليب,noun
52,offer;donation;dedication#gifts,4,تقدمة,noun
52,ascertain;be_convinced,4,تيقن,verb
52,frenzied;insane,3,جنوني,adj
52,spiteful;malicious,4,حاقد,adj
52,joy,5,حبور,noun
52,halters#halter,5,رسن,noun
52,ruble,5,روبل,noun
52,overflowing;profuse;exuberant,4,زاخر,adj
52,plaintiff,4,شاكي,noun
52,solar,3,شمسي,adj
52,universality;totality,5,شمولية,noun
52,shouting;screaming,5,صيح,noun
52,frail,5,ضارع,noun
52,be_visible;be_in_the_sun,5,ضحي,verb
52,cooking;cuisine,1,طبخ,noun
52,sweetness;pleasantness,4,عذوبة,noun
52,disgrace;dishonor,5,عر,verb
52,nakedness;bareness,5,عراء,noun
52,scabies;disgrace;shame,5,عرة,noun
52,be_night-blind,5,عشا,verb
52,cane;crutch;staff,2,عكاز,noun
52,exceed;overdo#be_exceeded;be_overdone,5,غالى,verb
52,tobacco_pipe,5,غليون,noun
52,force;coercion,5,قسر,noun
52,conspirator;co-conspirator,5,متآمر,noun
52,conflicting;contradictory,4,متضارب,adj
52,recklessness;hazard,4,مجازفة,noun
52,converter;transformer,4,محول,noun
52,realizing;knowing,4,مدرك,adj
52,posted;stationed;garrisoned,5,مرابط,noun
52,licensed;officially_registered,4,مرخص,adj
52,pursuit;practice,5,مزاولة,noun
52,cultivated;planted;transplanted,1,مزروع,adj
52,start;beginning;onset,5,مستهل,noun
52,hidden;concealed,3,مستور,adj
52,presses;wringers#press;wringer,4,معصرة,noun
52,congratulator;well-wisher,3,مهنئ,noun
52,weeping;lamentation,4,نحب,noun
52,ostrich,1,نعام,noun
52,excavate;engrave;strike,5,نقر,verb
52,roaring;raging,5,هدير,noun
52,destroy,4,هلك,verb
52,rude;uncivilized;barbaric,3,همجي,adj
51,calculation;examination,4,ٱحتساب,noun
51,form;questionnaire,3,ٱستمارة,noun
51,flow;pour_forth,4,ٱنسجم,verb
51,radiation;irradiation,4,إشعاع,noun
51,conveyance;notification;informing,3,تبليغ,noun
51,purification;cleansing,3,تنقية,noun
51,stocking;sock,1,جورب,noun
51,nurturing;nursery;incubation,1,حضانة,noun
51,controversial;disputed,5,خلافي,adj
51,droning;buzzing,1,زن,noun
51,therapeutic;healing;curative,3,علاجي,adj
51,dress;gown#dresses;gowns,1,فستان,noun
51,requested;hoped_for,4,مرجو,adj
51,vegetable;botanical#botanist;vegetarian,4,نباتي,adj
51,empty_rhetoric;idle_talk;nonsense,4,هراء,noun
51,blemish;defect;disgrace,4,وصمة,noun
51,smarter/smartest;more/most_delicious,1,أذكى,noun
51,cheaper/cheapest,1,أرخص,adj_comp
51,hideous;repulsive,4,أشنع,adj
51,funnier/funniest;more/most_ludicrous,5,أضحك,adj_comp
51,mention;refer,3,ألمح,verb
51,pacify;placate;calm_down#pacify;placate,3,أهدأ,verb
51,most_desirable/preferable#more/most_desirable;more/most_preferable,5,أهوى,noun
51,monopolization;appropriation,4,ٱستئثار,noun
51,stabilize;be_established,4,ٱستتب,verb
51,be_lengthened;be_insolent,4,ٱستطال,verb
51,borrow,3,ٱقترض,verb
51,be_included;be_inserted;be_integrated,4,ٱندمج,verb
51,relaxation;delight,3,ٱنشراح,noun
51,deception;delusion,4,إيهام,noun
51,swallow;drink,4,تجرع,verb
51,comparison;resemblance#comparisons;resemblances,4,تشبيه,noun
51,be_fed;be_nourished,1,تغذى,verb
51,praise;glorification,3,تمجيد,noun
51,be_torn_apart;be_shredded,2,تمزق,verb
51,firebrand;burning_log,5,جذوة,noun
51,ignorance,4,جهالة,noun
51,except#forbid,4,حاشا,verb
51,pupil_(of_the_eye),4,حدقة,noun
51,prevention,4,حيلولة,noun
51,be_released;be_evacuated;be_allowed#release;evacuate;allow,4,خلى,verb
51,medicinal;curative,3,دوائي,adj
51,spread;circulate;become_public,3,ذاع,verb
51,destruction;ruin;perdition,5,ردى,noun
51,submission;compliance,4,رضوخ,noun
51,pure;blameless,4,زكي,adj
51,err;slip,3,زل,verb
51,earthquake,4,زلزلة,noun
51,swimming,1,سابح,adj
51,residence,5,سكنة,noun
51,jaw,5,شدق,noun
51,satanic;devilish;evil,4,شيطاني,adj
51,stones;rocks,5,صفوان,noun
51,floating;emerging;superficial,2,طافي,adj
51,rising;ascent,2,طلوع,noun
51,hostile;aggressive,4,عدائي,adj
51,conventional;traditional;secular;martial,5,عرفي,adj
51,gazelles#gazelle,1,غزال,noun
51,fa'_(Arabic_letter),1,فاء,noun
51,cleverness;acumen,4,فطنة,noun
51,creaking;rumbling;crackling,4,قرقعة,noun
51,fatigue,4,كلل,noun
51,regret;grief;sorrow,5,لهف,noun
51,expected;hoped_for,4,مأمول,noun
51,combine_with;mix_with,4,مازج,verb
51,cause;factor,5,مبعث,noun
51,bakery#bakeries,1,مخبز,noun
51,helped_with,3,مستعين,adj
51,bloody,5,مضرج,noun
51,couch,4,مضطجع,noun
51,expedient;instrument#expedients;instruments,5,مطية,noun
51,hostility;enmity,3,معاداة,noun
51,intestines;entrails,5,معي,noun
51,millime#millimes,4,مليم,noun
51,distant_place;aloofness,5,منأى,noun
51,comedy;farce#comedies;farces,4,مهزلة,noun
51,described;characterized,4,موصوف,adj
51,objectivity,5,موضوعية,noun
51,useful;beneficial;healthful,5,ناجع,noun
51,be_remote;bounce_off;disagree,5,نبا,verb
51,flourishing;blooming,5,نضير,adj
51,smoothness;delicacy,1,نعومة,noun
51,river;fluvial,2,نهري,adj
51,joker;jester,5,هزل,noun
51,beat_brutally,5,وقظ,verb
50,get_rich;acquire_wealth,5,ٱستمال,verb
50,archive,4,أرشيف,noun
50,dissolution;breakup,4,ٱنحلال,noun
50,slide;skate/ski;drift,3,ٱنزلق,verb
50,waste;loss,3,إضاعة,noun
50,trousers,1,بنطلون,noun
50,lighting;enlightenment;blossoming,4,تنوير,noun
50,travel;cruise,4,جول,verb
50,dictatorship,4,ديكتاتورية,noun
50,chess,3,شطرنج,noun
50,jeweler,3,صائغ,noun
50,spontaneous;instinctive,4,عفوي,adj
50,fluttering;plump;pompous,3,فضفاض,noun
50,liar,1,كذاب,noun
50,arbitrary;optional;qualitative,4,كيفي,adj
50,embarrassing,2,محرج,adj
50,sunset#western_areas,1,مغرب,noun
50,hatred;aversion,5,مقت,noun
50,genetic;hereditary;congenital,4,وراثي,adj
50,substitute;exchange;replace,3,أبدل,verb
50,more/most_eminent;more/most_skillful,3,أبرع,adj_comp
50,escape;fleeing;flight,5,أبق,noun
50,okka_(weight_measure),5,أقة,noun
50,lynx,5,أوس,noun
50,stags;bucks#stag;buck#doe;deer,5,أيل,noun
50,be_embellished;be_decorated,5,ٱزدان,verb
50,issuing,4,ٱستصدار,noun
50,gravity;seriousness,5,ٱستفحال,noun
50,accompanying;escort,4,ٱصطحاب,noun
50,be_removed;disappear,4,ٱنحسر,verb
50,steam;steam-driven,4,بخاري,adj
50,anxiety,5,بلبال,noun
50,come_first,4,تبادر,verb
50,shake_hands,2,تصافح,verb
50,encirclement;surrounding,5,تطويق,noun
50,grow_dense;be_compressed;be_intensive,4,تكاثف,verb
50,be_disturbed;be_annoyed,3,تكدر,verb
50,produce;bring_forth,5,تمخض,verb
50,spending;execution;completion,3,تمضية,noun
50,appointing_(representative);delegation_of_authority,4,توكيل,noun
50,tumult;rage,5,ثائرة,noun
50,saffron,5,حص,noun
50,failure,4,خذلان,noun
50,persistent;persevering,3,دءوب,adj
50,firmness;compactness,5,رصافة,noun
50,bargain;haggle,4,ساوم,verb
50,phalanx;digital_bone,5,سلامى,noun
50,calamity;evil_omen,4,شؤم,noun
50,rumps;backs#rump;back,5,صهوة,noun
50,want;need,2,عاز,verb
50,prepared,5,عتيد,adj
50,disturb;perturb;make_muddy,4,عكر,verb
50,misled;deceived;naive,5,غرير,adj
50,aid;succor,5,غوث,noun
50,opening;preface,1,فاتحة,noun
50,self-sacrificing,4,فدائي,noun
50,unique;peerless,4,فذ,noun
50,necklace,2,قلادة,noun
50,unite;connect,5,لز,verb
50,edible;foodstuff,3,مأكول,noun
50,mark,4,مارك,noun
50,sudden;unexpected,4,مباغت,adj
50,wide;extensive,5,مترامي,adj
50,corresponding;compatible,3,متطابق,adj
50,stretcher;sedan,5,محفة,noun
50,supporting;assisting;pro-,4,مساند,adj
50,agitator;subverter;rioter,1,مشاغب,noun
50,elaborate;comprehensive#at_length;in_detail,4,مطول,adj
50,arrested;seized#clenched,3,مقبوض,adj
50,mourn,5,ناح,verb
50,grow;germinate;sprout;produce_vegetation,2,نبت,verb
50,emergence;eminence;exceptional_faculties,5,نبوغ,noun
50,rarity,3,ندرة,noun
50,piety;devoutness;reclusion,5,نسك,noun
50,relative;kinsman#relatives;kinsmen,3,نسيب,noun
50,feeble;debilitated;despondent,4,واهن,adj
50,idol#idols,4,وثن,noun
50,temporal;temporary;provisional,4,وقتي,adj
50,break_the_neck,5,وقص,verb
49,taking_on;assuming;undertaking;being_familiar_with,5,ٱضطلاع,noun
49,presenting;leading,3,إهداء,noun
49,beer,4,بيرا,noun
49,sit;be_seated;be_located;be_situated,4,تربع,verb
49,tactics,3,تكتيك,noun
49,nursing_the_sick,3,تمريض,noun
49,mean;contemptible;inferior,5,دني,adj
49,censure;criticism,4,ذم,noun
49,audio;auditory;acoustic,3,سمعي,adj
49,windows#window,1,شباك,noun
49,soap,1,صابون,noun
49,popular,5,عامي,adj
49,wanting;needing,1,عاوز,adj
49,mafia,3,مافيا,noun
49,polytheist,4,مشرك,noun
49,insubordination;rebellion,2,معصية,noun
49,mud;morass,2,وحل,noun
49,make_sad;sadden;grieve#be_saddened,1,أحزن,verb
49,purple,4,أرجوان,noun
49,trust;rely;resort#be_trusted;be_relied_on;be_resorted_to,5,أركن,verb
49,be_described;be_characterized,3,ٱتصف,verb
49,protection;precaution,4,ٱحتراس,noun
49,seek_an_increase,4,ٱستزاد,verb
49,exchange;substitute;be_compensated,4,ٱستعاض,verb
49,elude;fail#be_eluded,5,ٱستعصى,verb
49,ridicule;scorn,3,ٱستهزاء,noun
49,needing;requiring,4,ٱفتقار,noun
49,taking_advantage_of;making_use_of,4,ٱقتناص,noun
49,head_for;move_towards;withdraw_to#be_headed_for;be_moved_towards;be_withdraw_to,5,ٱنتحى,verb
49,uncovering;revealing,4,ٱنكشاف,noun
49,crime;delinquency;felony,2,إجرام,noun
49,dejected;miserable;wretched,5,بئيس,noun
49,dampen;humidify;wet,1,بلل,verb
49,materialize;be_embodied,4,تجسد,verb
49,migration,4,تجوال,noun
49,deterioration;decline,5,تردي,noun
49,hesitation;delay;patience,3,تريث,noun
49,be_hindered;be_interrupted;be_obstructed,1,تعطل,verb
49,turbine,5,توربيني,adj
49,appointment_as_successor,4,تولية,noun
49,omnipotence;might,3,جبروت,noun
49,bodily;material,4,جسمي,adj
49,solid;inorganic,2,جماد,noun
49,skill;intelligence,5,حذق,noun
49,zealous;fervent,3,حماسي,adj
49,murmur;snore;fall_down,5,خر,verb
49,delight;make_happy,5,سرر,verb
49,meals;table_cloth#meal;table_cloth,5,سماط,noun
49,viciousness;malice,3,شراسة,noun
49,rust;oxidation#rusty;oxidized,3,صدأ,noun
49,plates;sheets#plate;sheet,3,صفيحة,noun
49,excess;exaggeration;extremism,4,غلو,noun
49,sign;signal#signs;signals,1,غمزة,noun
49,be_startled#frighten;startle,4,فز,verb
49,spoil;corrupt;decompose,2,فسد,verb
49,denominator;distributor#denominators;shares,4,قاسم,noun
49,confidant,3,كاتم,noun
49,such;thus;so,5,كيت,noun
49,adhesive,1,لاصق,noun
49,adroitness;decorum,4,لباقة,noun
49,stain;soil;splash,3,لطخ,verb
49,sluggish;bored,4,متثاقل,noun
49,fanatical;intolerant;chauvinist,3,متعصب,adj
49,contractor;entrepreneur,5,متعهد,noun
49,gathered;assembled,4,محتشد,adj
49,holder;possessor,5,محرز,adj
49,station;guard_post#stations;guard_posts,4,مخفر,noun
49,reminding;mentioning,3,مذكر,adj
49,imploring;propitiating,4,مستعطف,adj
49,confused;baffled,5,مشدوه,adj
49,battle_lines;positions#rank,5,مصف,noun
49,presumed;suspected;suspicious,3,مظنون,adj
49,lacking;poor;destitute,5,معدم,adj
49,predatory;rapacious;ravenous,3,مفترس,adj
49,keys,5,مقلاد,noun
49,request;petition;application,5,ملتمس,noun
49,prepared;cleared;paved,4,ممهد,adj
49,motor,1,موتور,noun
49,megawatt,5,ميجاوات,noun
49,appointed_time;meeting_point#timetables;rendezvous_points_and_times,5,ميقات,noun
49,be_agitated;be_troubled;palpitate,5,وجف,verb
49,weakness;feebleness#weak;feeble,4,وهن,noun
48,nurse;pacify,5,أسا,verb
48,dissertation;thesis,5,أطروحة,noun
48,grumble;complain,3,تذمر,verb
48,prediction;forecast;prognosis,3,تنبؤ,noun
48,crevice;break#crevices;breaks,5,صدع,noun
48,strengthen,1,قوى,verb
48,frozen;hardened,1,مجمد,adj
48,make_bleed,3,أدمى,verb
48,acclimatization;adjustment,4,أقلمة,noun
48,be_blamed;be_censured#blame;censure,4,ألام,verb
48,deliberate;conspire,5,ٱئتمر,verb
48,specialist,3,ٱختصاصي,adj
48,hiring;rental,3,ٱستئجار,noun
48,borrow,2,ٱستعار,verb
